Filename,PSNR,SSIM
00813.png,38.11951365216885,0.9480596960650853
00807.png,35.24653663026731,0.8957309162198541
00967.png,34.827132086339034,0.8888696497254078
00973.png,31.931903401942847,0.9298542306927379
00998.png,37.34633216697428,0.9576229761879574
00999.png,33.813453167402834,0.9120518606387052
00972.png,37.89364185966225,0.9267663280100508
00966.png,30.69490323289744,0.8948567315504979
00806.png,34.18706920608838,0.8607723717476516
00812.png,34.12703483510295,0.8986989924337294
00816.png,38.538791808215514,0.9472660749106218
00802.png,36.041031664978426,0.8928721481236268
00962.png,38.42396163454625,0.9522507964985469
00976.png,33.21600781077662,0.8726981605551224
00989.png,36.93053659553979,0.9281080032817112
00988.png,35.121238323442235,0.920409859002905
00977.png,39.8273134301069,0.9590559932731925
00963.png,38.14844308380634,0.926408784753404
00803.png,38.82363871450506,0.9357705634254304
00817.png,37.13884646391185,0.9320195914913715
00801.png,37.80072544653429,0.9229764923895547
00815.png,37.84350887317871,0.9354255053635105
00829.png,40.4225159047474,0.9606047454440292
00975.png,31.870702825268165,0.8970449495210326
00961.png,34.65189538780506,0.9418667432683256
00949.png,36.78130927991619,0.9393681302452827
00948.png,28.60305090978223,0.8260577811899864
00960.png,34.75031270063558,0.8981403410985923
00974.png,39.00414475588524,0.9322830792426049
00828.png,32.481575859527055,0.8635763091964784
00814.png,37.4841873312017,0.917111719193972
00800.png,37.457947540466996,0.9263298064164996
00819.png,33.1977700814607,0.9215055770896843
00825.png,33.90980183965694,0.8874635048245075
00831.png,36.283582099628966,0.9298755898441073
00979.png,33.64674167867505,0.9237644499214736
00951.png,37.12454250450511,0.9237814019507303
00945.png,35.3425229463929,0.9085136446469514
00992.png,34.55093656621082,0.9282496255085532
00986.png,36.91463830200768,0.9586241321376336
00987.png,33.88053485034963,0.9065511102536767
00993.png,34.23073879998001,0.8884485067730065
00944.png,37.20314371575921,0.9114772920340616
00950.png,35.64513479126419,0.9069977928717811
00978.png,28.1397528285137,0.8459775320955479
00830.png,38.85863127453042,0.9611709282568519
00824.png,32.205862477577305,0.8855590316834969
00818.png,32.26595896200295,0.9060036938229931
00832.png,37.49671260823182,0.9440756014370156
00826.png,30.601117963508464,0.8383530680459397
00946.png,38.98599232414854,0.9429498672161842
00952.png,40.7195600574601,0.9679498341370966
00985.png,36.6914215890336,0.9160098752936122
00991.png,35.68865613946285,0.92033820177173
00990.png,35.844855216194766,0.9405742720106284
00984.png,30.288223665944066,0.8808048699021392
00953.png,35.391334648096496,0.9325166256394066
00947.png,33.13832989028282,0.9031824301263933
00827.png,37.195549349092644,0.9497322979634976
00833.png,34.86465227078982,0.9268999674501134
00837.png,33.98214616275476,0.9117799589207127
00823.png,38.28019599636508,0.9135718120389233
00943.png,32.49375575728735,0.9204705624947035
00957.png,37.229256306001886,0.9389891124852477
00980.png,37.36074407438623,0.9550011878012669
00994.png,36.12177821318924,0.9245690160926516
00995.png,37.788705422631416,0.9284929176252098
00981.png,38.002626309963055,0.9487148989946181
00956.png,34.75084412332081,0.9035334983205617
00942.png,37.04905178075484,0.9308920408036555
00822.png,38.69664627845672,0.9465534390635878
00836.png,36.73037599948199,0.9044869489729975
00820.png,36.917062355679036,0.9552792743486561
00834.png,37.36363234266118,0.94651374150872
00808.png,37.83154050379079,0.9298181839991405
00954.png,36.32732772577445,0.9053409404352694
00940.png,36.167480148397374,0.9383998433406701
00968.png,34.94114407510888,0.9144743369974441
00997.png,36.57269733020611,0.942257306379788
00983.png,38.16274033244375,0.9280595345449392
00982.png,36.32184557051835,0.9372391100681265
00996.png,32.72471153492991,0.8948729812774824
00969.png,35.92626788318125,0.8924391249051361
00941.png,28.77291826449134,0.9221902786237699
00955.png,37.80493462730793,0.9358026490428598
00809.png,33.329172095022145,0.8954485313813851
00835.png,37.60129956802383,0.9373224773425944
00821.png,34.01270627390821,0.8706568426636595
00846.png,39.29300251325187,0.9576657883022266
00852.png,33.28085087254393,0.8734689517570696
00885.png,36.64912202031159,0.9426927811408264
00891.png,37.21333010363125,0.9420439024953309
00932.png,40.590641011012714,0.9476806980591549
00926.png,36.22546414017356,0.880646497073689
00927.png,37.23097633816002,0.9106012527007401
00933.png,37.02938010634416,0.9280726805215199
00890.png,35.501676422394006,0.9351422272669582
00884.png,34.04772999117225,0.9265145573725971
00853.png,34.27809570562476,0.9068735505231488
00847.png,36.94981700952452,0.9485406802925155
00879.png,32.45452869469837,0.8966735254084223
00851.png,37.94137789356017,0.9439900473955442
00845.png,35.76153856967493,0.8874071228463718
00892.png,38.06772199182356,0.9328744941805631
00886.png,32.961471522703775,0.9116162995388403
00919.png,38.162091445396044,0.9440580931910821
00925.png,34.517196875177994,0.8936433946177464
00931.png,36.451674033408295,0.9416791420541397
00930.png,35.866520245659736,0.9192232755296462
00924.png,36.4192622564588,0.9427028222966668
00918.png,34.570328868064266,0.9212324422485397
00887.png,38.5162382870644,0.9232153508938055
00893.png,32.89837447124106,0.913000274516422
00844.png,36.180316001761256,0.9510217621496162
00850.png,36.48481573398741,0.9219801652357877
00878.png,37.03699145775653,0.9501816496895031
00854.png,33.433870578809824,0.8945852447848687
00840.png,33.83545868598432,0.8846078544240528
00868.png,36.29644371803601,0.9488132764565252
00897.png,38.53397649302053,0.9522663818924538
00883.png,35.1496511687813,0.9030764508422354
00920.png,32.15867785916798,0.9273545039548207
00934.png,33.24874341964157,0.8527981400348909
00908.png,39.4687586102571,0.9665493760038696
00909.png,34.67443895035258,0.9311231801044645
00935.png,37.505727481274654,0.935755505508801
00921.png,37.378605960418405,0.9170399343587613
00882.png,35.61390700626983,0.9014932720242975
00896.png,35.42301395368944,0.8860342538067719
00869.png,36.62455708324315,0.9553196858432095
00841.png,35.543420036874764,0.9264148681445068
00855.png,34.902752124885204,0.9372750551404506
00843.png,37.271010434752476,0.8958844612970664
00857.png,39.1365867794134,0.9540181357517871
00880.png,40.31722603222999,0.9498694058123377
00894.png,34.09113402805939,0.9066996956523189
00937.png,32.977577008189584,0.8619110386228197
00923.png,35.259543492139194,0.9171789786838488
00922.png,34.92025413388286,0.9496379392443394
00936.png,34.19424561227141,0.8954244337796445
00895.png,32.78744390144227,0.8790463519632511
00881.png,36.16490539053187,0.933750357067506
00856.png,36.2974815543378,0.8765863876658674
00842.png,32.109785846943424,0.9051317198703765
