Filename,PSNR,SSIM
00867.png,35.25699808194846,0.863704657292737
00873.png,37.22492098883217,0.9228507932433669
00898.png,36.75305778801232,0.9304378109621898
00913.png,33.571104504539676,0.9004654375723664
00907.png,37.346132915735666,0.9432179978411964
00906.png,39.633813458097464,0.9544537636279822
00912.png,35.46195702430765,0.8958376174559882
00899.png,34.05645217251004,0.9403167034968539
00872.png,31.55775873806624,0.8922129321117311
00866.png,30.573090226515575,0.876731760242866
00858.png,34.0234129765135,0.940906056865802
00870.png,38.015444744051415,0.9533640054902701
00864.png,33.16514333429661,0.9033983827625233
00938.png,37.35033976022837,0.9320552210295071
00904.png,36.15125496556351,0.9341844554439049
00910.png,36.182304345155856,0.9362226309542492
00911.png,33.099494456862935,0.9000611211505735
00905.png,34.20005909625742,0.9186569487095237
00939.png,34.96765330122943,0.9156926445793777
00865.png,34.21493594980251,0.9007653290581272
00871.png,36.53840465863236,0.908467541024554
00859.png,34.883776312238155,0.9181359093674306
00875.png,36.23184201729003,0.9263331228736713
00861.png,37.150524757625924,0.9236381798178042
00849.png,32.91668444639552,0.9078059569850657
00901.png,32.65254320308086,0.8828244058637901
00915.png,33.53334397411452,0.8664733194874641
00929.png,35.40070613935883,0.8895119134764481
00928.png,35.665251744551895,0.9166608628268293
00914.png,34.53057034202797,0.9156176786308823
00900.png,30.612339775051222,0.903209689532856
00848.png,33.06972989052527,0.8871500276878761
00860.png,33.72881298486816,0.8752952477629901
00874.png,35.72154718805839,0.9377018213483219
00862.png,32.47977140615823,0.8779733173071244
00876.png,32.99026406160116,0.9307262862615572
00889.png,34.349672957798695,0.9389580139959666
00916.png,29.153330757063873,0.905131513279584
00902.png,35.525223663724944,0.9161102538238225
00903.png,33.27349237915385,0.89314040586048
00917.png,35.28270400718363,0.881610574427977
00888.png,37.01755744132111,0.9218819803490282
00877.png,35.37150109042446,0.949244350515584
00863.png,35.744195378467765,0.9009422295213204
00838.png,38.282220793473286,0.9440931366129345
00804.png,35.47032785287351,0.9175259529658807
00810.png,33.34494820957603,0.8962591146591766
00958.png,30.39836613682344,0.8714773824418529
00970.png,35.770333051806475,0.9213051862075704
00964.png,35.34373498864619,0.8903330340904608
00965.png,36.80654062619801,0.9398473629220915
00971.png,37.45276057415487,0.9407446766940174
00959.png,36.61530270714562,0.9386626401424666
00811.png,36.906307942079756,0.9212137018160202
00805.png,37.71983460061335,0.9486776288664228
00839.png,27.982215799601345,0.8925847171430634
